Molecule ChEMBL ID,SMILES,pIC50,Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
CHEMBL4790550,CCCCCOc1cc(C)c(Cl)cc1S(=O)(=O)NCc1cccs1,5.359999833093898,387.95,4.76,55.4,4.0,1.0,0.0,9.0,0.63,2.0,24.0,-2.03
CHEMBL4790794,COCc1ccc2nc(-c3ccccn3)c(Nc3cccc(F)c3)n2c1,5.1432711096171175,348.38,4.43,51.45,5.0,1.0,0.0,5.0,0.58,4.0,26.0,-1.9
CHEMBL4790800,O=C(NCc1ccccc1)c1c([N+](=O)[O-])noc1-c1ccc(Cl)cc1Cl,5.8794260687941495,392.2,4.49,98.27,5.0,1.0,0.0,5.0,0.51,3.0,26.0,-1.57
CHEMBL4790814,C[C@@H]1CC[C@H]2C(C)(COC(=O)[C@H]3CCCN3C(=O)C(F)(F)F)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,4.728340476291979,477.48,3.09,83.53,7.0,0.0,0.0,3.0,0.46,0.0,33.0,1.53
CHEMBL4790919,COc1ccc(CNC(=O)c2c([N+](=O)[O-])noc2-c2ccc(Cl)cc2)cc1OC,5.503922144478691,417.81,3.85,116.73,7.0,1.0,0.0,7.0,0.46,3.0,29.0,-1.22
CHEMBL4790967,CC1(C)CCC(=O)[C@]2(C)O[C@@]3(C)CC[C@@]12OO3,4.0,240.3,2.36,44.76,4.0,0.0,0.0,0.0,0.61,0.0,17.0,2.72
CHEMBL4790979,CC1Cn2c(nc([N+](=O)[O-])c2C#Cc2ccc(C(C)(C)C)cc2)O1,6.214670164989233,325.37,3.27,70.19,5.0,0.0,0.0,1.0,0.46,2.0,24.0,-0.95
CHEMBL4791085,CCCCCCCCOC(=O)/C=C/c1cc(O)c2c(c1)[C@H](C(=O)OCCCCCCCC)[C@@H](c1ccc(O)c(O)c1)O2,4.628932137728264,582.73,7.84,122.52,8.0,3.0,2.0,18.0,0.07,2.0,42.0,0.98
CHEMBL4791114,Cc1ccc(C#Cc2c([N+](=O)[O-])nc3n2CC(C)O3)cc1,5.779891911959945,283.29,2.28,70.19,5.0,0.0,0.0,1.0,0.46,2.0,21.0,-0.93
CHEMBL4791197,COC(=O)c1c(NCCCN2CCOCC2)noc1-c1cc2c(cc1[N+](=O)[O-])OCO2,4.663144045581515,434.41,1.9,138.43,11.0,1.0,1.0,8.0,0.28,2.0,31.0,-1.21
CHEMBL4791282,COC(=O)c1ccc(/C=C/[C@]23C=C[C@@]4(OO2)C(C)(C)CCC[C@]4(C)O3)cc1,5.076755981369724,370.45,4.44,53.99,5.0,0.0,0.0,3.0,0.45,1.0,27.0,1.2
CHEMBL4791314,CC(C)OC(=O)/C=C/c1cc(O)c2c(c1)[C@H](C(=O)OC(C)C)[C@@H](c1ccc(O)c(O)c1)O2,6.271665185288121,442.46,3.94,122.52,8.0,3.0,0.0,6.0,0.35,2.0,32.0,1.16
CHEMBL4791738,CC(=O)CCCC(C)(C)C(=O)/C=C/C(=O)/C=C/c1ccc(C(=O)NCc2ccccc2)cc1,5.268411234813261,445.56,5.11,80.31,4.0,1.0,1.0,12.0,0.46,2.0,33.0,0.12
CHEMBL4791810,CC1=C(C(=O)Nc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,6.026872146400301,525.47,1.91,217.07,7.0,6.0,2.0,10.0,0.2,2.0,38.0,-0.92
CHEMBL479195,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(NCCOCc4ccccc4)nc32)[C@H](O)[C@@H]1O,4.522878745280337,484.56,1.42,146.81,11.0,5.0,1.0,10.0,0.27,3.0,35.0,-0.06
CHEMBL479200,OC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)nc(NCCC4CNc5ccccc54)nc32)[C@H](O)[C@@H]1O,4.522878745280337,503.56,2.19,149.61,11.0,6.0,3.0,8.0,0.21,4.0,37.0,0.22
CHEMBL4792056,OC[C@H]1c2cc(-c3cccnc3F)ccc2O[C@@H]1c1ccc(O)cc1,4.72584215073632,337.35,3.8,62.58,4.0,2.0,0.0,3.0,0.71,3.0,25.0,0.89
CHEMBL4792106,COc1ccc([C@H]2Oc3ccccc3[C@@H]2C)cc1,4.000434511774018,240.3,3.93,18.46,2.0,0.0,0.0,2.0,0.79,2.0,18.0,0.88
CHEMBL4792172,OC[C@H]1c2cc(Br)ccc2O[C@@H]1c1ccc(O)cc1,4.72584215073632,321.17,3.36,49.69,3.0,2.0,0.0,2.0,0.89,2.0,19.0,1.34
CHEMBL4792385,COc1ccc(CNC(=O)c2c([N+](=O)[O-])noc2-c2ccc([N+](=O)[O-])cc2)cc1OC,5.886056647693163,428.36,3.11,159.87,9.0,1.0,0.0,8.0,0.42,3.0,31.0,-1.1
CHEMBL4792559,COc1ccc([C@H]2Oc3ccc(/C=C/C(=O)OC(C)(C)C)cc3[C@@H]2C)cc1,5.396855627379818,366.46,5.29,44.76,4.0,0.0,1.0,4.0,0.54,2.0,27.0,1.02
CHEMBL4792654,COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)O)cc3[C@@H]2C(=O)O)ccc1O,5.161780778092375,386.36,2.81,122.52,6.0,3.0,0.0,6.0,0.65,2.0,28.0,1.29
CHEMBL4792686,O=C(NCc1ccc(F)cc1)c1c([N+](=O)[O-])noc1-c1ccc(Cl)cc1Cl,4.952457188028411,410.19,4.63,98.27,5.0,1.0,0.0,5.0,0.49,3.0,27.0,-1.79
CHEMBL4792919,O=C(NCc1ccc(F)cc1)c1c([N+](=O)[O-])noc1-c1ccc(Cl)cc1,5.3233112025556775,375.74,3.97,98.27,5.0,1.0,0.0,5.0,0.54,3.0,26.0,-1.72
CHEMBL4793393,COC(=O)c1c([N+](=O)[O-])noc1-c1ccccc1Cl,5.172661503962873,282.64,2.69,95.47,6.0,0.0,0.0,3.0,0.49,2.0,19.0,-1.2
CHEMBL4793970,c1ccc(-c2nc3ccccn3c2NC2CCNC2)nc1,4.301029995663981,279.35,2.17,54.25,5.0,2.0,0.0,3.0,0.77,3.0,21.0,-1.77
CHEMBL4794063,COC(=O)c1c(NCCCNc2ccnc3cc(Cl)ccc23)noc1-c1ccccc1[N+](=O)[O-],5.703334809738469,481.9,5.15,132.42,9.0,2.0,1.0,9.0,0.14,4.0,34.0,-1.2
CHEMBL4794329,CC1(C)CC[C@H](O)[C@]2(C)O[C@@]3(C)CC[C@@]12OO3,4.0,242.31,2.15,47.92,4.0,1.0,0.0,0.0,0.66,0.0,17.0,2.86
CHEMBL4794445,COC(=O)c1c(NCCCNc2ccnc3cc(Cl)ccc23)noc1-c1ccccc1F,4.775985188627136,454.89,5.38,89.28,7.0,2.0,1.0,8.0,0.27,4.0,32.0,-1.24
CHEMBL4794478,CCOC(=O)/C=C/c1cc(OC)c2c(c1)[C@H](C(=O)OCC)[C@@H](c1ccc(O)c(OC)c1)O2,5.040958607678906,442.46,3.77,100.52,8.0,1.0,0.0,8.0,0.49,2.0,32.0,1.01
CHEMBL4794516,c1ccc(-c2nc3ccccn3c2Nc2ccc3c(c2)OCCO3)nc1,5.935542010773082,344.37,3.91,60.68,6.0,1.0,0.0,3.0,0.61,4.0,26.0,-1.9
CHEMBL4794539,COc1cc([C@H]2Oc3ccc(Br)cc3[C@@H]2CO)ccc1O,4.515700160653214,351.2,3.37,58.92,4.0,2.0,0.0,3.0,0.89,2.0,21.0,1.4
CHEMBL4794587,COc1cc([C@H]2Oc3ccccc3[C@@H]2CO)ccc1O,3.7328282715969854,272.3,2.61,58.92,4.0,2.0,0.0,3.0,0.9,2.0,20.0,1.48
CHEMBL4794720,CO[C@]1(C)OOC(C)(C)C[C@@H]1CNCCCn1ccnc1,4.3979400086720375,297.4,1.97,57.54,6.0,1.0,0.0,7.0,0.62,1.0,21.0,0.28
CHEMBL4794854,CC1Cn2c(nc([N+](=O)[O-])c2-c2ccc(OC(F)(F)F)cc2)O1,5.0,329.23,3.14,79.42,6.0,0.0,0.0,3.0,0.64,2.0,23.0,-0.94
CHEMBL4794895,COc1ccn2c(Nc3ccc(F)cc3)c(-c3ccccn3)nc2c1,5.752026733638193,334.35,4.29,51.45,5.0,1.0,0.0,4.0,0.6,4.0,25.0,-1.72
CHEMBL4794988,COC(=O)c1c(NCc2ccc(Cl)cc2)noc1-c1cc2c(cc1[N+](=O)[O-])OCO2,5.074629415350943,431.79,4.03,125.96,9.0,1.0,0.0,6.0,0.35,3.0,30.0,-0.98
CHEMBL4795099,Cc1ccc(-c2ccc3c(c2)[C@H](CO)[C@@H](c2ccc(O)cc2)O3)s1,4.79317412396815,338.43,4.64,49.69,4.0,2.0,0.0,3.0,0.73,3.0,24.0,0.71
CHEMBL4795320,CC1Cn2c(nc([N+](=O)[O-])c2-c2cccc(C(F)(F)F)c2)O1,5.0,313.24,3.26,70.19,5.0,0.0,0.0,2.0,0.63,2.0,22.0,-1.19
CHEMBL4795382,COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)OC(C)(C)C)cc3[C@@H]2C(=O)OC(C)(C)C)ccc1O,5.6777807052660805,498.57,5.32,100.52,8.0,1.0,1.0,6.0,0.42,2.0,36.0,0.99
CHEMBL4796031,CCCCOC(=O)/C=C/c1ccc2c(c1)[C@H](C(=O)OCCCC)[C@@H](c1ccc(O)cc1)O2,4.966576244513051,438.52,5.31,82.06,6.0,1.0,1.0,10.0,0.31,2.0,32.0,0.85
CHEMBL4796096,COc1ccc([C@H]2Oc3ccc(Br)cc3[C@@H]2C)cc1,4.497572880015567,319.2,4.69,18.46,2.0,0.0,0.0,2.0,0.8,2.0,19.0,0.82
CHEMBL4796555,C[C@@H]1CC[C@H]2C(C)(COC(=O)c3ccc([N+](=O)[O-])cc3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,5.329391585928045,433.46,3.76,106.36,8.0,0.0,0.0,4.0,0.31,1.0,31.0,1.77
CHEMBL4796563,COC(=O)c1c(NCc2ccc(C(C)(C)C)cc2)noc1-c1cc2c(cc1[N+](=O)[O-])OCO2,5.96859623341392,453.45,4.67,125.96,9.0,1.0,0.0,6.0,0.32,3.0,33.0,-0.91
CHEMBL4796599,CCCCC1(CCCC)C[C@H](CNCCCn2ccnc2)[C@](C)(OC)OO1,5.087774364981693,381.56,4.31,57.54,6.0,1.0,0.0,13.0,0.41,1.0,27.0,0.34
CHEMBL4796769,COc1ccc([C@H]2Oc3ccc(/C=C/C(=O)OC(C)(C)C)cc3[C@@H]2CF)cc1OC,4.886056647693163,414.47,5.25,53.99,5.0,0.0,1.0,6.0,0.48,2.0,30.0,0.81
CHEMBL4796909,COc1ccc(CNC(=O)c2c([N+](=O)[O-])noc2-c2ccc([N+](=O)[O-])cc2)cc1,5.569795058076357,398.33,3.1,150.64,8.0,1.0,0.0,7.0,0.47,3.0,29.0,-1.24
CHEMBL4796915,O=S(=O)(OC[C@H]1c2ccccc2O[C@@H]1c1ccc(OS(=O)(=O)c2ccccn2)cc1)c1ccccn1,5.199970640755866,524.58,3.87,121.75,9.0,0.0,1.0,8.0,0.32,4.0,36.0,0.1
CHEMBL4796923,COc1ccc([C@H]2Oc3ccc(Br)cc3[C@@H]2CO)cc1OC,4.471083299722345,365.22,3.68,47.92,4.0,1.0,0.0,4.0,0.9,2.0,22.0,1.03
CHEMBL4796926,COC(=O)c1cc2c([nH]c3ccc(NC(=O)c4cccs4)cc32)c(C)n1,4.0,365.41,4.12,84.08,5.0,2.0,0.0,3.0,0.53,4.0,26.0,-1.34
CHEMBL4797001,CC1Cn2c(nc([N+](=O)[O-])c2C#CC2CC2)O1,5.338187314462739,233.23,1.33,70.19,5.0,0.0,0.0,1.0,0.42,1.0,17.0,-0.46
CHEMBL4797126,OC[C@H]1c2ccccc2O[C@@H]1c1ccccc1Br,4.663540266151471,305.17,3.66,29.46,2.0,1.0,0.0,2.0,0.92,2.0,18.0,0.92
CHEMBL4797175,COc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c(OC)cc1C,5.820000358220838,411.52,4.4,55.84,4.0,0.0,0.0,8.0,0.55,3.0,29.0,-1.02
CHEMBL4797212,COc1ccc([C@H]2Oc3ccccc3[C@@H]2CO)cc1,4.153044674980176,256.3,2.9,38.69,3.0,1.0,0.0,3.0,0.92,2.0,19.0,1.06
CHEMBL4797240,COC(=O)c1c(NCCNc2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)noc1-c1ccc(Cl)cc1Cl,4.5045033222034885,593.31,7.54,89.28,7.0,2.0,2.0,7.0,0.13,4.0,39.0,-1.2
CHEMBL4797748,Cc1ccc(-c2c([N+](=O)[O-])nc3n2CC(C)O3)cc1,5.0,259.26,2.55,70.19,5.0,0.0,0.0,2.0,0.61,2.0,19.0,-0.84
CHEMBL4797843,O=Cc1ccc(-c2ccc3c(c2)[C@H](CO)[C@@H](c2ccc(O)cc2)O3)cc1,4.423658649794207,346.38,4.08,66.76,4.0,2.0,0.0,4.0,0.7,3.0,26.0,1.25
CHEMBL4797925,C=CCOC(=O)/C=C/c1cc(O)c2c(c1)[C@H](C(=O)OCC=C)[C@@H](c1ccc(O)c(O)c1)O2,5.199282921717614,438.43,3.49,122.52,8.0,3.0,0.0,8.0,0.25,2.0,32.0,1.21
CHEMBL4798260,COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)CC(C)C)cc3[C@@H]2C(=O)CC(C)C)ccc1O,5.41907502432438,466.57,5.87,82.06,6.0,1.0,1.0,10.0,0.44,2.0,34.0,1.26
CHEMBL4798792,CC(C)(C)OC(=O)/C=C/c1ccc2c(c1)[C@H](C(=O)OC(C)(C)C)[C@@H](c1ccc(OC(C)(C)C)cc1)O2,4.882728704344236,494.63,6.78,71.06,6.0,0.0,1.0,5.0,0.34,2.0,36.0,0.54
CHEMBL4798967,CC1Cn2c(nc([N+](=O)[O-])c2-c2cccc(C#N)c2)O1,5.0,270.25,2.11,93.98,6.0,0.0,0.0,2.0,0.61,2.0,20.0,-1.26
CHEMBL4799078,COc1ccc([C@H]2Oc3ccc(/C=C/C(C)=O)cc3[C@@H]2C)cc1,4.7594507517174005,308.38,4.53,35.53,3.0,0.0,0.0,4.0,0.78,2.0,23.0,1.35
CHEMBL4799427,COC(=O)c1ccc(/C=C/[C@]23C=C[C@@]4(OO2)C(C)(C)CC[C@@H](O)[C@]4(C)O3)cc1,5.285670240254767,386.44,3.41,74.22,6.0,1.0,0.0,3.0,0.49,1.0,28.0,1.44
CHEMBL4799552,CC1Cn2c(nc([N+](=O)[O-])c2-c2ccc(CO)cc2)O1,5.0,275.26,1.73,90.42,6.0,1.0,0.0,3.0,0.68,2.0,20.0,-0.39
CHEMBL4799558,CN(C)c1ccc(-c2nc3ccccn3c2NC2CCCC2)cc1,5.102372908709558,320.44,4.42,32.57,4.0,1.0,0.0,4.0,0.77,3.0,24.0,-1.84
CHEMBL4799575,CC1Cn2c(nc([N+](=O)[O-])c2-c2ccccc2)O1,5.0,245.24,2.24,70.19,5.0,0.0,0.0,2.0,0.6,2.0,18.0,-0.76
CHEMBL4799786,CC(=O)O[C@@H]1CCC(C)(C)[C@@]23C=C[C@@](C)(OO2)O[C@@]13C,4.0,282.34,2.5,53.99,5.0,0.0,0.0,1.0,0.42,0.0,20.0,2.14
CHEMBL4799849,CC(=O)OCC1(C)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,4.034882173616857,326.39,2.55,63.22,6.0,0.0,0.0,2.0,0.57,0.0,23.0,3.21
CHEMBL4799983,OC[C@H]1c2ccccc2O[C@@H]1c1cc(Br)c(O)c(Br)c1,4.995678626217358,400.07,4.13,49.69,3.0,2.0,0.0,2.0,0.8,2.0,20.0,1.2
CHEMBL4800409,CCCOc1ccc(-c2c([N+](=O)[O-])nc3n2CC(C)O3)cc1,5.0,303.32,3.03,79.42,6.0,0.0,0.0,5.0,0.63,2.0,22.0,-0.85
CHEMBL4800683,COc1ccc2nc3cc(Cl)ccc3c(N3CCN(CCO[C@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)CC3)c2c1,4.380351887482496,638.2,6.4,74.75,9.0,0.0,2.0,6.0,0.23,3.0,45.0,1.04
CHEMBL480205,COc1ccc(/C=C/C(=O)c2c(O)c(OC)c(OC)c(OC)c2OC)cc1N,4.356547323513812,389.4,2.91,109.47,8.0,2.0,0.0,8.0,0.4,2.0,28.0,0.82
CHEMBL480300,O=C(Nc1ccc(F)cc1[N+](=O)[O-])c1ccccc1O,5.126679398184601,276.22,2.69,92.47,4.0,2.0,0.0,3.0,0.67,2.0,20.0,-1.84
CHEMBL480375,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(OCc3ccccc3)cc1)C2,5.958607314841775,381.39,3.35,88.65,7.0,0.0,0.0,7.0,0.46,3.0,28.0,-0.44
CHEMBL482493,CCN(CC)c1ccc2nc3ccc(N4CCOCC4)cc3[o+]c2c1.[Cl-],4.787412921876106,373.88,3.94,39.9,4.0,0.0,0.0,4.0,0.53,3.0,25.0,-1.13
CHEMBL482494,CCCN(CCC)c1ccc2nc3ccc(N4CCOCC4)cc3[o+]c2c1.[Cl-],6.122628654130226,401.94,4.73,39.9,4.0,0.0,0.0,6.0,0.47,3.0,27.0,-1.04
CHEMBL482495,CN(C)c1ccc2nc3ccc(N4CCSCC4)cc3[o+]c2c1.[Cl-],4.84257345521955,361.9,3.88,30.67,4.0,0.0,0.0,2.0,0.53,3.0,23.0,-1.13
CHEMBL482694,CCN(CC)c1ccc2nc3ccc(N4CCSCC4)cc3[o+]c2c1.[Cl-],5.997833938243492,389.95,4.66,30.67,4.0,0.0,0.0,4.0,0.5,3.0,25.0,-1.18
CHEMBL482719,CCCN(CCC)c1ccc2nc3ccc(N4CCSCC4)cc3[o+]c2c1.[Cl-],5.931814138253838,418.01,5.44,30.67,4.0,0.0,1.0,6.0,0.42,3.0,27.0,-1.09
CHEMBL482892,[Cl-].c1cc2nc3ccc(N4CCCCC4)cc3[o+]c2cc1N1CCCCC1,5.944621668625,383.92,5.24,30.67,3.0,0.0,1.0,2.0,0.47,3.0,26.0,-0.46
CHEMBL482920,CN(C)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],5.781202001888262,343.86,4.32,30.67,3.0,0.0,0.0,2.0,0.52,3.0,23.0,-0.87
CHEMBL482921,CCN(CC)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],5.841939206063395,371.91,5.1,30.67,3.0,0.0,1.0,4.0,0.49,3.0,25.0,-0.95
CHEMBL482924,CCCN(CCC)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],7.008773924307505,399.97,5.88,30.67,3.0,0.0,1.0,6.0,0.4,3.0,27.0,-0.87
CHEMBL482925,CCCCN(CCCC)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],8.698970004336019,428.02,6.66,30.67,3.0,0.0,1.0,8.0,0.32,3.0,29.0,-0.8
CHEMBL482930,CCCCCCN(CCCCCC)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],7.853871964321762,484.13,8.22,30.67,3.0,0.0,1.0,12.0,0.16,3.0,33.0,-0.58
CHEMBL483399,N=C(N)c1cccc(-c2cc3cc(C(=N)N)ccc3o2)c1,5.236572006437063,278.31,2.67,112.88,3.0,4.0,0.0,3.0,0.44,3.0,21.0,-0.05
CHEMBL483571,CC(C)NC(=N)c1cccc(-c2cc3cc(C(=N)NC(C)C)ccc3o2)c1,4.886056647693163,362.48,4.75,84.9,3.0,4.0,0.0,5.0,0.39,3.0,27.0,-0.16
CHEMBL483572,c1cc(C2=NCCN2)cc(-c2cc3cc(C4=NCCN4)ccc3o2)c1,4.619788758288394,330.39,2.8,61.92,5.0,2.0,0.0,3.0,0.78,3.0,25.0,-0.12
CHEMBL483707,[Cl-].c1cc2nc3ccc(N4CCCC4)cc3[o+]c2cc1N1CCCC1,7.431798275933005,355.87,4.46,30.67,3.0,0.0,0.0,2.0,0.51,3.0,24.0,-0.49
CHEMBL483841,CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCc2coc(Cc3ccoc3)c2)OC1=O,4.508638306165727,410.51,6.42,72.81,5.0,1.0,1.0,10.0,0.36,2.0,30.0,2.61
CHEMBL483842,CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CCCc2coc(Cc3ccoc3)c2)OC1=O,4.552841968657781,410.51,6.42,72.81,5.0,1.0,1.0,10.0,0.36,2.0,30.0,2.48
CHEMBL484181,CC(C)NC(=N)c1cccc(-c2cc3ccc(C(=N)NC(C)C)cc3o2)c1,4.619788758288394,362.48,4.75,84.9,3.0,4.0,0.0,5.0,0.39,3.0,27.0,-0.11
CHEMBL484194,COc1cc(C(=N)NC(C)C)cc2cc(-c3ccc(C(=N)NC(C)C)cc3)oc12,4.823908740944319,392.5,4.76,94.13,4.0,4.0,0.0,6.0,0.36,3.0,29.0,0.12
CHEMBL484195,CC(C)NC(=N)c1ccc(-c2cc3cc(C(=N)NC(C)C)cc(O)c3o2)cc1,4.698970004336019,378.48,4.45,105.13,4.0,5.0,0.0,5.0,0.33,3.0,28.0,0.34
CHEMBL484303,CCCN(CCC)c1ccc2nc3ccc(N(CCC)CCC)cc3[o+]c2c1.[Cl-],8.698970004336019,416.01,6.51,30.67,3.0,0.0,1.0,10.0,0.3,3.0,28.0,-0.4
CHEMBL484351,N=C(N)c1cccc(-c2cc3ccc(C(=N)N)cc3o2)c1,4.853871964321762,278.31,2.67,112.88,3.0,4.0,0.0,3.0,0.44,3.0,21.0,0.01
CHEMBL484548,Oc1cc(C2=NCCN2)cc2cc(-c3ccc(C4=NCCN4)cc3)oc12,5.130768280269024,346.39,2.51,82.15,6.0,3.0,0.0,3.0,0.68,3.0,26.0,0.36
CHEMBL484563,COc1ccc(C2=NCCN2)cc1-c1cc2cc(C3=NCCN3)ccc2o1,4.301029995663981,360.42,2.81,71.15,6.0,2.0,0.0,4.0,0.75,3.0,27.0,0.04
CHEMBL4846501,COc1ccc(-c2cc(N3CCN(c4ccccc4O)CC3)c(C#N)c(=O)o2)cc1,4.886056647693163,403.44,3.22,89.94,7.0,1.0,0.0,4.0,0.72,3.0,30.0,-0.48
CHEMBL4847222,CC1(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2Cn2cccc21,3.7975116829399065,318.38,4.31,48.07,3.0,0.0,0.0,3.0,0.53,3.0,24.0,-0.5
CHEMBL484737,c1ccc2[nH]c(-c3ccc4oc(-c5ccc(C6=NCCN6)cc5)cc4c3)nc2c1,5.2441251443275085,378.44,4.99,66.21,4.0,2.0,0.0,3.0,0.46,5.0,29.0,-0.45
CHEMBL4847821,COc1cc2c(cc1OC)C(C)(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccn1C2,3.9533487830290808,469.43,6.45,23.39,3.0,0.0,1.0,4.0,0.41,3.0,33.0,-0.22
CHEMBL4847822,O=[N+]([O-])c1ccc(/C=[N+](\[O-])Cc2ccccc2)s1,6.3872161432802645,262.29,2.79,69.21,4.0,0.0,0.0,4.0,0.28,2.0,18.0,-1.23
CHEMBL4847944,C=CCC1CC(CCCCCC)OO1,4.0,198.31,3.62,18.46,2.0,0.0,0.0,7.0,0.35,0.0,14.0,1.79
CHEMBL4848621,CN(C)c1nccn2c(-c3cncnc3)c(-c3ccc(F)cc3)nc12,4.301029995663981,334.36,3.06,59.21,6.0,0.0,0.0,3.0,0.58,4.0,25.0,-1.56
CHEMBL4849020,COc1cc2c(cc1OC)C(C)(CC#N)c1cccn1C2,3.645488200255727,282.34,3.09,47.18,4.0,0.0,0.0,3.0,0.87,2.0,21.0,0.1
CHEMBL484915,[Cl-].c1cc2nc3ccc(N4CCOCC4)cc3[o+]c2cc1N1CCOCC1,5.285502591350194,387.87,2.94,49.13,5.0,0.0,0.0,2.0,0.52,3.0,26.0,-0.64
CHEMBL485116,CCN(CC)c1ccc2nc3ccc(N4CCCC4)cc3[o+]c2c1.[Cl-],6.184422251675732,357.89,4.71,30.67,3.0,0.0,0.0,4.0,0.51,3.0,24.0,-0.97
CHEMBL485117,CCCN(CCC)c1ccc2nc3ccc(N4CCCC4)cc3[o+]c2c1.[Cl-],7.795880017344075,385.94,5.49,30.67,3.0,0.0,1.0,6.0,0.43,3.0,26.0,-0.89
CHEMBL4851634,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,4.0,371.83,4.37,55.97,6.0,0.0,0.0,3.0,0.4,4.0,25.0,-1.76
CHEMBL4852067,COc1cc2c(cc1OC)C(C)(C/C=C/c1ccccc1)c1cccn1C2,4.624565217351477,359.47,5.28,23.39,3.0,0.0,1.0,5.0,0.62,3.0,27.0,0.36
CHEMBL485224,N=C(N)c1ccc(-c2cc3cc(C(=N)N)cc(O)c3o2)c(O)c1,4.853871964321762,310.31,2.08,153.34,5.0,6.0,1.0,3.0,0.32,3.0,23.0,0.7
CHEMBL485225,CC(C)NC(=N)c1ccc(-c2cc3cc(C(=N)NC(C)C)cc(O)c3o2)c(O)c1,4.337242168318426,394.48,4.16,125.36,5.0,6.0,1.0,5.0,0.29,3.0,29.0,0.44
CHEMBL485235,COc1cc(C(=N)NC(C)C)ccc1-c1cc2cc(C(=N)NC(C)C)ccc2o1,5.823908740944319,392.5,4.76,94.13,4.0,4.0,0.0,6.0,0.36,3.0,29.0,0.05
CHEMBL4852509,CC(C)(C)/[N+]([O-])=C/c1ccc([N+](=O)[O-])o1,7.301029995663981,212.21,1.92,82.35,4.0,0.0,0.0,2.0,0.25,1.0,15.0,-0.8
CHEMBL4853288,Nc1nccc(-c2c(-c3ccc(F)cc3)nc3c(N)nccn23)n1,6.522878745280337,321.32,2.16,108.01,7.0,2.0,0.0,2.0,0.59,4.0,24.0,-1.1
CHEMBL4853374,COc1ccc2c3c1C(=O)C[C@]1(C)Oc4c(cc(-c5c(O)cc(OC)c6c5C[C@H](C)N(C)[C@@H]6C)c5cc(C)cc(OC)c45)[C@]31Oc1cc(OC)c3c(c1-2)C[C@@H](C)N[C@H]3C,4.554395796726403,796.96,9.13,107.95,10.0,2.0,2.0,5.0,0.18,5.0,59.0,1.42
CHEMBL485410,CC(C)NC(=N)c1ccc(-c2cc3cc(C(=N)NC(C)C)ccc3o2)cc1,5.795880017344075,362.48,4.75,84.9,3.0,4.0,0.0,5.0,0.39,3.0,27.0,-0.04
CHEMBL485414,c1ccc2[nH]c(-c3ccc(-c4cc5cc(-c6nc7ccccc7[nH]6)ccc5o4)cc3)nc2c1,4.0,426.48,7.19,70.5,3.0,2.0,1.0,3.0,0.31,7.0,33.0,-0.36
CHEMBL485417,CC(C)NC(=N)c1ccc(-c2cc3cc(C(=N)NC(C)C)ccc3o2)c(O)c1,5.7447274948966935,378.48,4.45,105.13,4.0,5.0,0.0,5.0,0.33,3.0,28.0,0.23
CHEMBL485423,Oc1cc(C2=NCCN2)ccc1-c1cc2cc(C3=NCCN3)ccc2o1,5.236572006437063,346.39,2.51,82.15,6.0,3.0,0.0,3.0,0.68,3.0,26.0,0.26
CHEMBL485424,CC(C)NC(=N)c1ccc(O)c(-c2cc3cc(C(=N)NC(C)C)ccc3o2)c1,4.3979400086720375,378.48,4.45,105.13,4.0,5.0,0.0,5.0,0.33,3.0,28.0,0.21
CHEMBL485438,COc1cc(C2=NCCN2)ccc1-c1cc2ccc(C3=NCCN3)cc2o1,4.0,360.42,2.81,71.15,6.0,2.0,0.0,4.0,0.75,3.0,27.0,0.12
