Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
243.18,1.49,60.16,2.0,1.0,0.0,1.0,0.76,1.0,15.0,-2.22
313.31,3.51,78.67,5.0,0.0,0.0,6.0,0.35,2.0,23.0,-0.51
273.66,2.27,46.17,2.0,1.0,0.0,2.0,0.9,1.0,16.0,-2.32
352.44,3.75,72.95,5.0,1.0,0.0,5.0,0.76,3.0,26.0,-1.42
340.42,4.78,44.76,4.0,0.0,0.0,9.0,0.37,2.0,25.0,-0.21
326.4,3.92,41.99,3.0,1.0,0.0,5.0,0.77,3.0,23.0,-2.22
261.24,0.5,102.95,6.0,1.0,0.0,5.0,0.62,2.0,19.0,-2.18
286.3,3.74,35.53,3.0,0.0,0.0,5.0,0.62,2.0,21.0,-0.58
302.34,3.9,63.84,5.0,1.0,0.0,4.0,0.62,4.0,23.0,-1.83
324.38,4.16,44.76,4.0,0.0,0.0,8.0,0.42,2.0,24.0,-0.12
324.38,4.16,44.76,4.0,0.0,0.0,8.0,0.42,2.0,24.0,-0.25
308.42,5.54,26.3,2.0,0.0,1.0,9.0,0.35,2.0,23.0,-0.17
278.36,3.9,50.7,4.0,1.0,0.0,2.0,0.77,3.0,21.0,-1.5
312.37,3.96,66.76,4.0,2.0,0.0,6.0,0.63,2.0,23.0,0.54
337.46,4.22,46.26,3.0,1.0,0.0,0.0,0.72,1.0,25.0,1.18
332.43,3.98,41.99,4.0,1.0,0.0,5.0,0.77,3.0,22.0,-2.63
358.39,3.63,63.22,6.0,0.0,0.0,8.0,0.53,2.0,26.0,0.19
408.54,6.29,44.76,4.0,0.0,1.0,13.0,0.17,2.0,30.0,0.21
265.34,3.24,67.01,4.0,2.0,0.0,4.0,0.83,2.0,18.0,-1.49
308.4,5.77,17.07,1.0,0.0,1.0,4.0,0.52,2.0,23.0,-0.41
316.36,3.51,55.13,4.0,1.0,0.0,5.0,0.78,3.0,22.0,-2.54
351.39,4.21,77.25,6.0,1.0,0.0,4.0,0.6,4.0,25.0,-2.04
428.54,3.63,92.26,6.0,1.0,0.0,5.0,0.67,3.0,29.0,-2.33
292.68,3.21,92.47,4.0,2.0,0.0,3.0,0.67,2.0,20.0,-1.75
292.39,4.06,42.22,4.0,1.0,0.0,3.0,0.79,3.0,22.0,-1.66
345.42,2.9,83.09,5.0,1.0,0.0,5.0,0.72,3.0,24.0,-0.69
342.4,4.98,44.24,4.0,0.0,0.0,4.0,0.52,4.0,26.0,-0.45
268.35,3.65,50.7,5.0,1.0,0.0,3.0,0.79,3.0,19.0,-2.25
443.53,3.53,117.62,6.0,3.0,0.0,8.0,0.49,3.0,31.0,-1.5
338.77,4.93,42.22,4.0,1.0,0.0,3.0,0.58,4.0,24.0,-2.29
163.14,1.24,60.44,4.0,0.0,0.0,1.0,0.47,2.0,12.0,-2.52
446.57,3.12,65.54,6.0,1.0,0.0,7.0,0.6,3.0,30.0,-2.54
253.26,-0.9,130.31,8.0,4.0,0.0,5.0,0.54,2.0,18.0,-0.33
169.14,0.57,70.19,5.0,0.0,0.0,1.0,0.45,1.0,12.0,-0.86
439.54,3.7,108.13,4.0,3.0,0.0,5.0,0.56,3.0,31.0,-1.48
531.44,4.21,69.06,7.0,0.0,1.0,7.0,0.46,3.0,36.0,-0.77
329.81,4.19,58.9,5.0,1.0,0.0,4.0,0.73,3.0,22.0,-2.1
292.39,4.06,42.22,4.0,1.0,0.0,3.0,0.79,3.0,22.0,-1.82
329.77,3.09,90.71,5.0,2.0,0.0,3.0,0.77,3.0,23.0,-1.49
338.45,4.73,49.41,2.0,1.0,0.0,7.0,0.79,2.0,25.0,-1.66
318.36,4.59,42.22,4.0,1.0,0.0,3.0,0.6,4.0,24.0,-2.2
351.37,4.08,38.33,3.0,1.0,0.0,7.0,0.6,2.0,25.0,-0.95
434.93,3.59,74.33,4.0,2.0,0.0,5.0,0.6,3.0,31.0,-1.93
332.35,1.47,117.45,10.0,0.0,0.0,4.0,0.52,3.0,23.0,-2.59
571.82,8.49,67.82,5.0,0.0,2.0,23.0,0.05,0.0,39.0,0.63
720.96,5.91,145.78,9.0,4.0,2.0,17.0,0.11,4.0,50.0,-0.62
392.33,5.18,48.39,4.0,2.0,1.0,6.0,0.6,3.0,25.0,-1.16
279.32,2.63,70.19,6.0,0.0,0.0,5.0,0.48,2.0,19.0,-1.8
295.32,1.64,93.25,6.0,0.0,0.0,5.0,0.47,2.0,20.0,-1.14
311.32,1.31,104.33,7.0,0.0,0.0,5.0,0.61,2.0,21.0,-1.79
471.66,6.31,58.59,4.0,0.0,1.0,17.0,0.14,0.0,32.0,0.43
459.61,5.37,67.82,5.0,0.0,1.0,16.0,0.13,0.0,31.0,0.41
296.36,3.85,66.91,4.0,2.0,0.0,3.0,0.77,3.0,21.0,-2.22
174.16,2.14,56.03,3.0,0.0,0.0,1.0,0.49,2.0,13.0,-1.56
351.38,1.31,77.05,6.0,0.0,0.0,9.0,0.35,0.0,23.0,0.04
457.64,6.52,58.59,4.0,0.0,1.0,16.0,0.11,0.0,31.0,0.54
509.71,7.01,58.59,4.0,0.0,2.0,16.0,0.1,0.0,35.0,0.43
162.15,2.08,58.93,2.0,1.0,0.0,1.0,0.52,2.0,12.0,-1.42
419.59,5.68,58.59,4.0,0.0,1.0,17.0,0.17,0.0,28.0,0.51
395.39,2.2,77.05,6.0,0.0,0.0,9.0,0.37,2.0,27.0,-0.36
515.72,6.93,67.82,5.0,0.0,2.0,19.0,0.08,0.0,35.0,0.7
309.34,1.54,67.82,5.0,0.0,0.0,9.0,0.37,0.0,20.0,0.54
511.68,5.86,67.82,5.0,0.0,2.0,16.0,0.11,0.0,35.0,0.33
395.47,2.72,85.75,9.0,3.0,0.0,6.0,0.69,2.0,29.0,-0.32
423.52,3.5,85.75,9.0,3.0,0.0,8.0,0.6,2.0,31.0,-0.45
547.66,5.86,85.75,9.0,3.0,2.0,10.0,0.23,4.0,41.0,-0.41
535.65,4.51,104.21,11.0,3.0,2.0,8.0,0.45,2.0,39.0,-0.23
333.41,3.26,58.59,4.0,0.0,0.0,10.0,0.27,0.0,22.0,0.98
475.65,6.0,67.82,5.0,0.0,1.0,19.0,0.1,0.0,32.0,0.97
503.71,6.78,67.82,5.0,0.0,2.0,21.0,0.07,0.0,34.0,0.91
326.47,3.03,40.19,3.0,2.0,0.0,4.0,0.85,2.0,23.0,-2.07
194.23,0.54,53.33,4.0,0.0,0.0,1.0,0.57,0.0,14.0,1.02
284.36,4.83,15.6,2.0,0.0,0.0,1.0,0.73,2.0,22.0,0.07
293.37,3.71,63.59,5.0,1.0,0.0,2.0,0.78,3.0,22.0,-1.19
375.45,3.03,67.82,5.0,0.0,0.0,10.0,0.25,0.0,25.0,0.46
517.69,5.77,77.05,6.0,0.0,2.0,19.0,0.09,0.0,35.0,0.6
417.57,5.6,58.59,4.0,0.0,1.0,16.0,0.14,0.0,28.0,0.81
531.76,7.56,67.82,5.0,0.0,2.0,23.0,0.06,0.0,36.0,0.86
373.47,4.18,58.59,4.0,0.0,0.0,10.0,0.25,0.0,25.0,0.62
345.33,1.04,77.05,6.0,0.0,0.0,9.0,0.38,1.0,23.0,-0.42
401.44,2.6,77.05,6.0,0.0,0.0,13.0,0.29,1.0,27.0,-0.24
425.55,4.67,58.59,4.0,0.0,0.0,10.0,0.22,0.0,29.0,0.49
435.5,3.5,67.82,5.0,0.0,0.0,7.0,0.48,1.0,30.0,-0.1
469.65,6.09,58.59,4.0,0.0,1.0,16.0,0.12,0.0,32.0,0.67
573.8,7.33,77.05,6.0,0.0,2.0,23.0,0.06,0.0,39.0,0.54
545.74,6.55,77.05,6.0,0.0,2.0,21.0,0.07,0.0,37.0,0.57
387.5,3.97,58.59,4.0,0.0,0.0,11.0,0.31,0.0,26.0,0.53
174.16,2.14,56.03,3.0,0.0,0.0,1.0,0.49,2.0,13.0,-1.55
188.19,2.45,56.03,3.0,0.0,0.0,1.0,0.51,2.0,14.0,-1.62
456.71,7.23,57.53,2.0,2.0,1.0,1.0,0.41,0.0,33.0,3.27
339.83,4.05,39.94,4.0,0.0,0.0,4.0,0.72,3.0,24.0,-0.71
325.24,4.89,27.05,3.0,0.0,0.0,4.0,0.8,2.0,21.0,-1.06
236.22,1.82,68.9,5.0,1.0,0.0,2.0,0.86,2.0,17.0,1.5
507.56,3.44,85.45,3.0,3.0,0.0,7.0,0.5,2.0,29.0,-1.3
347.5,2.81,53.6,4.0,2.0,0.0,7.0,0.74,1.0,25.0,-0.98
361.53,3.2,53.6,4.0,2.0,0.0,8.0,0.7,1.0,26.0,-0.96
375.56,3.59,53.6,4.0,2.0,0.0,9.0,0.65,1.0,27.0,-0.91
389.58,3.98,53.6,4.0,2.0,0.0,10.0,0.59,1.0,28.0,-0.84
403.61,4.37,53.6,4.0,2.0,0.0,11.0,0.54,1.0,29.0,-0.81
417.64,4.76,53.6,4.0,2.0,0.0,12.0,0.48,1.0,30.0,-0.79
431.67,5.15,53.6,4.0,2.0,1.0,13.0,0.42,1.0,31.0,-0.76
445.69,5.54,53.6,4.0,2.0,1.0,14.0,0.37,1.0,32.0,-0.74
487.77,6.71,53.6,4.0,2.0,1.0,17.0,0.24,1.0,35.0,-0.67
403.57,3.46,61.88,4.0,1.0,0.0,8.0,0.72,1.0,29.0,-1.44
417.59,3.85,61.88,4.0,1.0,0.0,9.0,0.62,1.0,30.0,-1.38
431.62,4.24,61.88,4.0,1.0,0.0,10.0,0.56,1.0,31.0,-1.31
459.68,5.02,61.88,4.0,1.0,1.0,12.0,0.45,1.0,33.0,-1.2
473.7,5.41,61.88,4.0,1.0,1.0,13.0,0.39,1.0,34.0,-1.17
487.73,5.8,61.88,4.0,1.0,1.0,14.0,0.34,1.0,35.0,-1.13
501.76,6.19,61.88,4.0,1.0,2.0,15.0,0.29,1.0,36.0,-1.1
543.84,7.36,61.88,4.0,1.0,2.0,18.0,0.2,1.0,39.0,-1.02
417.47,1.89,49.57,3.0,1.0,0.0,7.0,0.84,1.0,22.0,-1.23
431.5,2.28,49.57,3.0,1.0,0.0,8.0,0.8,1.0,23.0,-1.21
445.53,2.67,49.57,3.0,1.0,0.0,9.0,0.71,1.0,24.0,-1.15
459.55,3.06,49.57,3.0,1.0,0.0,10.0,0.66,1.0,25.0,-1.07
473.58,3.45,49.57,3.0,1.0,0.0,11.0,0.62,1.0,26.0,-1.02
487.61,3.84,49.57,3.0,1.0,0.0,12.0,0.57,1.0,27.0,-0.99
501.63,4.23,49.57,3.0,1.0,0.0,13.0,0.52,1.0,28.0,-0.95
515.66,4.62,49.57,3.0,1.0,0.0,14.0,0.46,1.0,29.0,-0.92
557.74,5.79,49.57,3.0,1.0,1.0,17.0,0.31,1.0,32.0,-0.83
545.73,4.34,112.57,6.0,2.0,1.0,8.0,0.37,1.0,39.0,-1.12
559.75,4.73,112.57,6.0,2.0,1.0,9.0,0.26,1.0,40.0,-1.08
601.83,5.9,112.57,6.0,2.0,2.0,12.0,0.17,1.0,43.0,-0.97
629.89,6.68,112.57,6.0,2.0,2.0,14.0,0.13,1.0,45.0,-0.92
685.99,8.24,112.57,6.0,2.0,2.0,18.0,0.09,1.0,49.0,-0.85
459.51,1.42,85.45,3.0,3.0,0.0,8.0,0.49,1.0,25.0,-1.22
487.57,2.2,85.45,3.0,3.0,0.0,10.0,0.33,1.0,27.0,-1.09
515.62,2.98,85.45,3.0,3.0,0.0,12.0,0.29,1.0,29.0,-0.98
529.65,3.37,85.45,3.0,3.0,0.0,13.0,0.26,1.0,30.0,-0.95
543.68,3.76,85.45,3.0,3.0,0.0,14.0,0.24,1.0,31.0,-0.92
557.7,4.15,85.45,3.0,3.0,0.0,15.0,0.22,1.0,32.0,-0.89
599.78,5.32,85.45,3.0,3.0,1.0,18.0,0.15,1.0,35.0,-0.81
423.6,4.51,53.6,4.0,2.0,0.0,8.0,0.66,2.0,31.0,-0.94
479.67,5.16,61.88,4.0,1.0,1.0,9.0,0.54,2.0,35.0,-1.4
493.57,3.59,49.57,3.0,1.0,0.0,8.0,0.76,2.0,28.0,-1.33
535.61,3.12,85.45,3.0,3.0,0.0,9.0,0.43,2.0,31.0,-1.3
325.41,3.71,58.41,4.0,1.0,0.0,6.0,0.65,2.0,24.0,-1.53
381.48,4.04,66.69,4.0,0.0,0.0,7.0,0.54,2.0,28.0,-1.58
185.23,2.24,33.12,2.0,1.0,0.0,2.0,0.78,2.0,14.0,0.19
406.19,4.52,66.32,4.0,1.0,0.0,3.0,0.81,2.0,26.0,-1.28
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.09
196.21,2.75,37.3,2.0,1.0,0.0,0.0,0.7,2.0,15.0,1.37
326.38,3.27,72.21,6.0,0.0,0.0,4.0,0.63,2.0,23.0,-1.61
290.32,3.33,62.98,4.0,0.0,0.0,4.0,0.49,2.0,22.0,-0.84
411.46,2.24,118.85,7.0,1.0,0.0,5.0,0.6,2.0,27.0,-2.69
464.54,3.07,114.25,8.0,1.0,0.0,9.0,0.44,2.0,32.0,-1.86
304.35,3.72,62.98,4.0,0.0,0.0,5.0,0.48,2.0,23.0,-1.0
441.91,3.98,57.87,5.0,0.0,0.0,4.0,0.61,3.0,30.0,1.17
367.3,5.6,27.05,4.0,0.0,1.0,7.0,0.54,3.0,23.0,-1.81
334.39,4.57,27.05,4.0,0.0,0.0,7.0,0.63,3.0,23.0,-1.9
334.39,4.57,27.05,4.0,0.0,0.0,7.0,0.63,3.0,23.0,-1.99
333.84,4.34,39.94,5.0,0.0,0.0,7.0,0.65,3.0,22.0,-1.94
182.23,3.02,28.68,1.0,1.0,0.0,0.0,0.57,3.0,14.0,-0.17
240.31,3.63,38.05,3.0,1.0,0.0,2.0,0.69,3.0,18.0,0.16
258.32,4.31,28.68,1.0,1.0,0.0,2.0,0.57,4.0,20.0,0.02
274.32,4.01,48.91,2.0,2.0,0.0,2.0,0.58,4.0,21.0,0.29
283.33,4.86,44.47,1.0,2.0,0.0,1.0,0.45,5.0,22.0,0.08
311.34,4.43,61.54,2.0,2.0,0.0,2.0,0.47,5.0,24.0,0.06
544.45,1.19,100.01,4.0,4.0,0.0,10.0,0.3,2.0,23.0,-0.31
623.35,1.95,100.01,4.0,4.0,0.0,10.0,0.28,2.0,24.0,-0.3
416.52,2.75,112.32,5.0,4.0,0.0,11.0,0.26,2.0,30.0,-0.54
495.42,3.51,112.32,5.0,4.0,0.0,11.0,0.22,2.0,31.0,-0.53
316.79,4.48,40.19,4.0,0.0,0.0,7.0,0.65,3.0,22.0,-1.52
351.23,5.13,40.19,4.0,0.0,1.0,7.0,0.59,3.0,23.0,-1.53
351.23,5.13,40.19,4.0,0.0,1.0,7.0,0.59,3.0,23.0,-1.59
318.32,4.1,40.19,4.0,0.0,0.0,7.0,0.66,3.0,23.0,-1.67
318.32,4.1,40.19,4.0,0.0,0.0,7.0,0.66,3.0,23.0,-1.76
317.78,3.87,53.08,5.0,0.0,0.0,7.0,0.66,3.0,22.0,-1.7
352.22,4.53,53.08,5.0,0.0,0.0,7.0,0.63,3.0,23.0,-1.76
332.86,4.95,27.05,4.0,0.0,0.0,7.0,0.61,3.0,22.0,-1.76
367.3,5.6,27.05,4.0,0.0,1.0,7.0,0.54,3.0,23.0,-1.76
339.4,4.09,47.48,5.0,0.0,0.0,2.0,0.45,5.0,26.0,-1.27
394.48,5.56,54.52,5.0,0.0,1.0,4.0,0.3,3.0,30.0,-1.01
316.41,1.19,100.01,4.0,4.0,0.0,10.0,0.3,2.0,23.0,-0.31
395.3,1.95,100.01,4.0,4.0,0.0,10.0,0.28,2.0,24.0,-0.3
446.51,3.41,122.47,7.0,3.0,0.0,6.0,0.5,3.0,33.0,-1.45
445.48,2.31,110.88,9.0,1.0,0.0,4.0,0.65,3.0,33.0,-0.21
516.54,5.36,101.98,5.0,2.0,2.0,6.0,0.2,3.0,36.0,-0.46
344.41,3.49,83.83,5.0,2.0,0.0,2.0,0.63,1.0,25.0,2.18
344.41,3.49,83.83,5.0,2.0,0.0,2.0,0.63,1.0,25.0,2.18
330.38,3.1,83.83,5.0,2.0,0.0,2.0,0.81,1.0,24.0,2.21
386.49,4.66,83.83,5.0,2.0,0.0,4.0,0.58,1.0,28.0,2.31
386.49,4.66,83.83,5.0,2.0,0.0,4.0,0.58,1.0,28.0,2.33
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.21
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.23
344.41,3.49,83.83,5.0,2.0,0.0,2.0,0.63,1.0,25.0,2.33
344.41,3.49,83.83,5.0,2.0,0.0,2.0,0.63,1.0,25.0,2.33
330.38,3.1,83.83,5.0,2.0,0.0,2.0,0.81,1.0,24.0,2.37
284.27,2.72,75.99,5.0,2.0,0.0,2.0,0.65,2.0,21.0,0.33
736.85,5.29,220.64,13.0,6.0,4.0,16.0,0.04,5.0,53.0,-0.32
360.26,3.28,90.58,2.0,4.0,0.0,5.0,0.32,3.0,22.0,0.39
376.26,3.0,99.95,4.0,4.0,0.0,5.0,0.24,3.0,23.0,0.32
281.36,2.52,90.58,2.0,4.0,0.0,5.0,0.33,3.0,21.0,0.44
267.34,2.13,90.58,2.0,4.0,0.0,4.0,0.33,3.0,20.0,0.36
359.43,3.43,65.2,3.0,2.0,0.0,4.0,0.7,3.0,27.0,0.11
237.21,1.36,89.67,5.0,1.0,0.0,4.0,0.37,1.0,17.0,-0.21
401.89,3.28,39.93,4.0,0.0,0.0,2.0,0.77,2.0,27.0,1.38
429.94,4.06,39.93,4.0,0.0,0.0,4.0,0.73,2.0,29.0,1.4
458.0,4.84,39.93,4.0,0.0,0.0,6.0,0.62,2.0,31.0,1.35
235.29,2.99,30.71,3.0,0.0,0.0,3.0,0.7,3.0,18.0,-1.66
393.46,3.28,54.68,5.0,0.0,0.0,5.0,0.62,3.0,29.0,-1.87
393.49,6.16,41.63,4.0,0.0,1.0,4.0,0.27,3.0,30.0,-0.95
407.52,6.47,41.63,4.0,0.0,1.0,4.0,0.25,3.0,31.0,-1.04
423.52,6.17,50.86,5.0,0.0,1.0,5.0,0.25,3.0,32.0,-0.93
423.52,6.17,50.86,5.0,0.0,1.0,5.0,0.25,3.0,32.0,-1.01
427.94,6.82,41.63,4.0,0.0,1.0,4.0,0.23,3.0,31.0,-1.11
427.94,6.82,41.63,4.0,0.0,1.0,4.0,0.23,3.0,31.0,-1.2
438.49,6.07,84.77,6.0,0.0,1.0,5.0,0.14,3.0,33.0,-1.21
472.93,6.73,84.77,6.0,0.0,1.0,5.0,0.12,3.0,34.0,-1.34
463.5,5.94,108.56,7.0,0.0,1.0,5.0,0.14,3.0,35.0,-1.34
345.23,2.53,88.65,7.0,0.0,0.0,4.0,0.62,2.0,24.0,-0.58
381.39,3.35,88.65,7.0,0.0,0.0,7.0,0.46,3.0,28.0,-0.44
274.34,3.71,29.27,3.0,0.0,0.0,3.0,0.85,2.0,20.0,-2.0
212.25,2.64,41.99,2.0,1.0,0.0,2.0,0.83,2.0,16.0,-1.86
145.16,1.53,32.86,1.0,1.0,0.0,0.0,0.6,2.0,11.0,-0.44
265.31,2.71,29.54,3.0,0.0,0.0,1.0,0.79,2.0,20.0,-0.03
308.41,3.78,41.99,3.0,1.0,0.0,5.0,0.78,3.0,22.0,-1.74
291.29,4.28,47.56,4.0,1.0,0.0,6.0,0.81,2.0,20.0,-0.62
265.31,2.71,29.54,3.0,0.0,0.0,1.0,0.79,2.0,20.0,-0.17
428.4,4.66,133.79,7.0,3.0,0.0,5.0,0.18,4.0,32.0,-0.44
672.44,2.14,176.73,12.0,1.0,2.0,6.0,0.27,2.0,44.0,0.6
453.93,4.96,98.6,5.0,3.0,0.0,7.0,0.27,4.0,32.0,-0.27
384.83,3.39,98.77,7.0,1.0,0.0,6.0,0.25,4.0,26.0,-1.36
463.33,4.44,108.0,8.0,1.0,0.0,8.0,0.19,4.0,30.0,-1.47
369.81,3.6,85.88,6.0,1.0,0.0,5.0,0.34,4.0,25.0,-0.86
397.87,4.39,85.88,6.0,1.0,0.0,7.0,0.23,4.0,27.0,-0.85
368.22,3.5,85.88,6.0,1.0,0.0,6.0,0.42,3.0,23.0,-1.44
382.25,3.89,85.88,6.0,1.0,0.0,7.0,0.4,3.0,24.0,-1.38
348.79,2.55,98.77,7.0,1.0,0.0,6.0,0.43,3.0,23.0,-1.57
410.87,3.9,98.77,7.0,1.0,0.0,7.0,0.3,4.0,28.0,-1.47
424.89,4.29,98.77,7.0,1.0,0.0,8.0,0.27,4.0,29.0,-1.42
380.76,2.72,98.77,7.0,1.0,0.0,6.0,0.49,2.0,24.0,-1.62
313.75,0.97,124.79,8.0,2.0,0.0,6.0,0.46,2.0,20.0,-1.59
327.78,1.36,124.79,8.0,2.0,0.0,7.0,0.45,2.0,21.0,-1.51
443.29,3.3,117.23,9.0,1.0,0.0,9.0,0.25,3.0,28.0,-1.01
485.38,5.46,98.77,7.0,1.0,1.0,9.0,0.16,4.0,32.0,-1.09
360.76,2.3,107.13,7.0,1.0,0.0,6.0,0.48,2.0,25.0,-0.71
369.21,2.89,98.77,7.0,1.0,0.0,6.0,0.42,3.0,23.0,-2.01
383.24,3.28,98.77,7.0,1.0,0.0,7.0,0.4,3.0,24.0,-1.92
416.79,3.65,98.77,7.0,1.0,0.0,7.0,0.38,3.0,27.0,-1.89
338.24,3.37,55.63,5.0,1.0,0.0,6.0,0.71,3.0,21.0,-2.03
411.85,3.3,111.66,8.0,1.0,0.0,7.0,0.3,4.0,28.0,-1.92
425.88,3.69,111.66,8.0,1.0,0.0,8.0,0.28,4.0,29.0,-1.85
314.74,0.37,137.68,9.0,2.0,0.0,6.0,0.44,2.0,20.0,-2.21
335.76,1.63,111.66,8.0,1.0,0.0,6.0,0.42,3.0,22.0,-1.89
349.78,2.02,111.66,8.0,1.0,0.0,7.0,0.4,3.0,23.0,-1.8
361.75,1.7,120.02,8.0,1.0,0.0,6.0,0.47,2.0,25.0,-1.21
432.75,4.01,72.99,5.0,1.0,0.0,7.0,0.33,2.0,27.0,-1.19
522.88,5.92,64.2,5.0,0.0,1.0,9.0,0.21,3.0,34.0,-1.14
522.88,5.92,64.2,5.0,0.0,1.0,9.0,0.21,3.0,34.0,-1.3
433.74,3.4,85.88,6.0,1.0,0.0,7.0,0.34,2.0,27.0,-1.65
659.86,7.35,77.09,6.0,0.0,2.0,9.0,0.14,3.0,42.0,-1.24
402.77,3.89,42.74,4.0,1.0,0.0,7.0,0.6,2.0,25.0,-1.61
426.7,3.28,85.88,6.0,1.0,0.0,7.0,0.38,3.0,24.0,-1.31
646.77,6.51,89.98,7.0,0.0,2.0,9.0,0.14,5.0,36.0,-1.02
383.24,2.57,98.77,7.0,1.0,0.0,7.0,0.4,3.0,24.0,-1.96
558.86,5.68,102.87,8.0,0.0,2.0,9.0,0.18,5.0,36.0,-1.45
647.76,5.9,102.87,8.0,0.0,2.0,9.0,0.15,5.0,36.0,-1.36
365.74,2.39,85.88,6.0,1.0,0.0,7.0,0.48,2.0,23.0,-1.9
523.87,5.32,77.09,6.0,0.0,1.0,9.0,0.23,3.0,34.0,-1.5
402.64,7.82,26.3,3.0,0.0,1.0,14.0,0.3,1.0,28.0,0.27
459.4,2.04,131.88,8.0,3.0,0.0,8.0,0.44,3.0,32.0,0.37
396.68,8.5,37.3,3.0,1.0,1.0,17.0,0.25,0.0,27.0,0.54
448.76,8.99,34.14,3.0,0.0,1.0,16.0,0.13,0.0,31.0,1.38
332.29,-2.08,162.58,8.0,3.0,0.0,4.0,0.53,1.0,22.0,0.33
448.6,5.01,90.39,6.0,1.0,1.0,17.0,0.21,1.0,32.0,0.6
405.34,-0.43,148.95,9.0,3.0,0.0,9.0,0.47,1.0,27.0,0.33
288.3,2.84,57.9,5.0,0.0,0.0,5.0,0.85,2.0,21.0,0.56
273.24,2.73,82.58,5.0,0.0,0.0,4.0,0.63,2.0,20.0,-0.17
273.24,2.73,82.58,5.0,0.0,0.0,4.0,0.63,2.0,20.0,0.02
284.36,4.12,39.44,3.0,0.0,0.0,3.0,0.85,2.0,21.0,0.2
272.26,2.55,57.9,5.0,0.0,0.0,3.0,0.86,2.0,20.0,0.69
320.34,4.61,48.67,4.0,0.0,0.0,5.0,0.69,3.0,24.0,0.25
376.45,5.91,48.67,4.0,0.0,1.0,5.0,0.56,3.0,28.0,-0.05
254.28,3.38,39.44,3.0,0.0,0.0,4.0,0.79,2.0,19.0,0.63
297.35,3.44,42.68,4.0,0.0,0.0,5.0,0.79,2.0,22.0,0.22
218.21,2.41,52.58,4.0,0.0,0.0,3.0,0.79,2.0,16.0,0.2
278.31,3.97,39.44,3.0,0.0,0.0,3.0,0.73,3.0,21.0,0.22
278.31,3.97,39.44,3.0,0.0,0.0,3.0,0.73,3.0,21.0,0.48
230.26,2.43,39.44,3.0,0.0,0.0,4.0,0.81,2.0,17.0,0.62
286.37,3.73,39.44,3.0,0.0,0.0,4.0,0.86,2.0,21.0,0.21
290.32,2.45,57.9,5.0,0.0,0.0,6.0,0.82,2.0,21.0,0.61
368.44,5.15,44.12,4.0,0.0,1.0,6.0,0.44,4.0,28.0,-0.63
340.35,3.39,53.35,5.0,0.0,0.0,7.0,0.62,3.0,25.0,-1.26
388.26,2.7,117.75,8.0,1.0,0.0,4.0,0.63,2.0,27.0,-0.91
378.47,5.52,48.67,4.0,0.0,1.0,6.0,0.57,3.0,28.0,-0.02
280.32,3.59,39.44,3.0,0.0,0.0,4.0,0.73,3.0,21.0,0.34
280.32,3.59,39.44,3.0,0.0,0.0,4.0,0.73,3.0,21.0,0.51
456.49,4.68,74.97,6.0,0.0,0.0,6.0,0.5,3.0,34.0,1.38
367.42,5.14,56.15,4.0,1.0,1.0,6.0,0.66,3.0,27.0,-1.27
383.88,5.65,56.15,4.0,1.0,1.0,6.0,0.6,3.0,27.0,-1.19
411.68,5.23,69.04,5.0,1.0,1.0,5.0,0.58,3.0,26.0,-1.27
305.31,-2.27,130.49,7.0,3.0,0.0,4.0,0.58,1.0,20.0,0.21
269.26,-1.68,113.42,6.0,3.0,0.0,3.0,0.61,1.0,19.0,0.6
143.19,2.54,12.89,1.0,0.0,0.0,0.0,0.55,2.0,11.0,-1.06
154.16,0.63,60.69,3.0,3.0,0.0,2.0,0.55,1.0,11.0,1.19
224.26,1.98,66.76,4.0,2.0,0.0,5.0,0.59,1.0,16.0,0.72
392.58,6.66,66.76,4.0,2.0,1.0,17.0,0.18,1.0,28.0,0.49
308.42,4.32,66.76,4.0,2.0,0.0,11.0,0.36,1.0,22.0,0.62
254.38,2.96,24.06,2.0,2.0,0.0,8.0,0.71,2.0,19.0,-0.48
324.51,4.91,24.06,2.0,2.0,0.0,13.0,0.51,2.0,24.0,-0.33
352.57,5.69,24.06,2.0,2.0,1.0,15.0,0.4,2.0,26.0,-0.3
314.43,2.97,42.52,4.0,2.0,0.0,10.0,0.66,2.0,23.0,-0.4
356.51,4.14,42.52,4.0,2.0,0.0,13.0,0.53,2.0,26.0,-0.3
384.56,4.92,42.52,4.0,2.0,0.0,15.0,0.43,2.0,28.0,-0.28
466.63,6.11,42.52,4.0,2.0,1.0,14.0,0.22,4.0,35.0,-0.43
508.71,7.28,42.52,4.0,2.0,2.0,17.0,0.15,4.0,38.0,-0.36
536.76,8.06,42.52,4.0,2.0,2.0,19.0,0.12,4.0,40.0,-0.34
564.81,8.84,42.52,4.0,2.0,2.0,21.0,0.1,4.0,42.0,-0.33
526.68,6.13,60.98,6.0,2.0,2.0,16.0,0.17,4.0,39.0,-0.32
540.7,6.52,60.98,6.0,2.0,2.0,17.0,0.15,4.0,40.0,-0.31
