Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
308.39,3.99,62.83,4.0,2.0,0.0,4.0,0.76,3.0,23.0,-0.75
353.47,2.16,52.57,5.0,0.0,0.0,5.0,0.82,2.0,26.0,-1.35
353.37,3.77,63.59,6.0,1.0,0.0,4.0,0.77,3.0,24.0,-2.23
328.42,1.76,67.23,4.0,1.0,0.0,4.0,0.93,2.0,24.0,-1.75
332.84,2.27,70.07,5.0,3.0,0.0,4.0,0.8,2.0,23.0,-1.09
355.44,1.39,83.29,6.0,2.0,0.0,3.0,0.87,2.0,26.0,-1.64
291.3,2.9,44.48,3.0,1.0,0.0,3.0,0.95,2.0,21.0,-0.31
337.47,2.01,67.07,5.0,2.0,0.0,3.0,0.9,2.0,25.0,-1.19
336.44,3.57,62.83,4.0,2.0,0.0,7.0,0.69,3.0,25.0,-1.35
375.54,1.68,55.73,7.0,1.0,0.0,4.0,0.88,2.0,26.0,-1.6
362.88,4.07,41.05,4.0,1.0,0.0,5.0,0.87,2.0,25.0,-1.71
341.89,4.46,37.81,3.0,1.0,0.0,3.0,0.9,2.0,24.0,-0.43
377.56,2.36,67.51,7.0,1.0,0.0,8.0,0.76,2.0,26.0,-1.29
340.45,3.58,51.14,6.0,0.0,0.0,5.0,0.71,3.0,24.0,-1.67
313.83,3.68,37.81,3.0,1.0,0.0,3.0,0.94,2.0,22.0,-0.45
289.4,2.86,38.25,5.0,0.0,0.0,2.0,0.85,2.0,20.0,-1.2
296.38,2.36,71.42,5.0,2.0,0.0,2.0,0.76,3.0,22.0,-1.35
355.83,3.09,75.87,6.0,2.0,0.0,4.0,0.75,3.0,25.0,-1.58
351.48,3.21,62.73,6.0,2.0,0.0,4.0,0.76,3.0,25.0,-1.61
309.41,2.99,39.34,2.0,1.0,0.0,2.0,0.93,2.0,23.0,-1.01
334.39,3.41,47.73,5.0,0.0,0.0,5.0,0.84,2.0,24.0,-1.59
339.42,3.2,56.84,4.0,2.0,0.0,4.0,0.77,3.0,25.0,-1.23
334.43,2.76,83.72,5.0,2.0,0.0,4.0,0.77,3.0,25.0,-1.27
316.32,2.42,55.56,3.0,1.0,0.0,3.0,0.93,1.0,22.0,-1.12
372.54,3.07,39.68,5.0,0.0,0.0,3.0,0.83,2.0,26.0,-1.96
308.43,2.9,41.05,4.0,1.0,0.0,2.0,0.93,2.0,23.0,-0.94
357.46,2.66,75.36,6.0,0.0,0.0,4.0,0.84,2.0,26.0,-0.76
324.45,3.3,49.84,5.0,2.0,0.0,3.0,0.78,3.0,23.0,-1.53
343.5,2.46,62.73,6.0,2.0,0.0,4.0,0.89,2.0,24.0,-1.74
334.42,3.55,51.97,5.0,1.0,0.0,5.0,0.78,3.0,25.0,-1.11
301.36,3.38,44.48,3.0,1.0,0.0,3.0,0.94,2.0,22.0,-0.11
372.9,3.65,41.49,5.0,0.0,0.0,2.0,0.8,2.0,26.0,-1.66
324.43,2.98,71.42,5.0,2.0,0.0,2.0,0.76,3.0,24.0,-0.89
335.41,2.74,75.87,6.0,2.0,0.0,4.0,0.76,3.0,25.0,-1.41
346.86,2.43,75.27,5.0,2.0,0.0,4.0,0.89,2.0,24.0,-1.07
296.42,3.25,49.84,4.0,2.0,0.0,5.0,0.89,2.0,22.0,-0.83
374.9,3.54,49.64,5.0,1.0,0.0,3.0,0.76,3.0,25.0,-1.76
377.92,2.52,62.73,4.0,3.0,0.0,3.0,0.77,2.0,26.0,-0.76
372.86,2.69,81.34,5.0,1.0,0.0,3.0,0.9,2.0,26.0,-1.04
315.85,3.92,37.81,3.0,1.0,0.0,3.0,0.93,2.0,22.0,-0.45
340.47,1.04,89.18,7.0,1.0,0.0,3.0,0.9,2.0,22.0,-2.07
318.81,2.34,64.27,5.0,1.0,0.0,3.0,0.94,2.0,22.0,-1.64
296.38,2.36,71.42,5.0,2.0,0.0,2.0,0.76,3.0,22.0,-1.43
326.4,3.76,73.07,6.0,1.0,0.0,8.0,0.64,3.0,24.0,-1.01
333.48,4.02,38.25,6.0,0.0,0.0,6.0,0.68,3.0,22.0,-2.21
353.47,1.97,80.55,7.0,2.0,0.0,4.0,0.87,2.0,26.0,-1.63
338.41,1.95,81.34,5.0,1.0,0.0,3.0,0.92,2.0,25.0,-0.86
328.46,2.24,58.87,6.0,1.0,0.0,1.0,0.87,2.0,24.0,-1.26
369.52,0.89,92.42,7.0,1.0,0.0,4.0,0.86,2.0,24.0,-2.21
356.38,1.37,88.77,6.0,0.0,0.0,6.0,0.78,2.0,26.0,-2.11
353.45,3.51,56.84,4.0,2.0,0.0,4.0,0.75,3.0,26.0,-1.47
321.49,2.2,58.28,6.0,1.0,0.0,7.0,0.85,2.0,22.0,-1.72
309.44,2.88,47.48,6.0,0.0,0.0,9.0,0.67,2.0,21.0,-1.86
351.41,2.44,85.1,7.0,2.0,0.0,5.0,0.73,3.0,26.0,-1.26
350.46,2.58,41.57,3.0,1.0,0.0,3.0,0.93,2.0,26.0,-0.19
308.43,3.17,49.84,4.0,2.0,0.0,3.0,0.91,2.0,23.0,-0.83
298.39,1.42,78.52,5.0,3.0,0.0,5.0,0.78,2.0,22.0,-0.82
340.35,1.86,50.08,6.0,0.0,0.0,3.0,0.85,2.0,24.0,-2.27
348.52,3.2,64.27,6.0,1.0,0.0,7.0,0.83,2.0,24.0,-1.42
303.43,2.73,38.13,4.0,0.0,0.0,4.0,0.87,2.0,21.0,-2.39
336.44,3.31,73.83,4.0,3.0,0.0,7.0,0.62,3.0,25.0,-0.94
363.49,2.09,84.58,7.0,1.0,0.0,4.0,0.9,2.0,25.0,-1.96
359.54,2.87,58.28,6.0,1.0,0.0,4.0,0.91,2.0,25.0,-1.69
359.5,2.78,71.5,5.0,2.0,0.0,6.0,0.83,2.0,25.0,-1.4
356.42,4.06,80.57,4.0,2.0,0.0,6.0,0.82,2.0,26.0,-0.92
314.82,2.77,41.05,4.0,1.0,0.0,2.0,0.93,2.0,22.0,-1.28
344.38,2.16,70.07,5.0,3.0,0.0,4.0,0.78,1.0,24.0,-0.58
316.36,1.49,71.7,6.0,0.0,0.0,5.0,0.83,2.0,23.0,-1.99
285.34,2.63,53.71,4.0,1.0,0.0,4.0,0.94,2.0,21.0,0.03
347.49,1.94,71.1,7.0,3.0,0.0,8.0,0.63,2.0,24.0,-1.85
358.45,1.96,97.99,8.0,2.0,0.0,6.0,0.81,2.0,26.0,-1.54
366.85,3.15,70.67,4.0,2.0,0.0,3.0,0.75,3.0,26.0,-0.39
317.42,2.39,56.07,7.0,0.0,0.0,6.0,0.7,3.0,22.0,-2.79
354.38,2.48,58.12,4.0,1.0,0.0,1.0,0.84,1.0,25.0,-0.89
321.43,0.67,80.33,7.0,3.0,0.0,7.0,0.64,1.0,23.0,-0.92
373.93,4.23,28.48,3.0,0.0,0.0,2.0,0.79,2.0,26.0,-1.22
345.52,2.48,58.28,6.0,1.0,0.0,4.0,0.92,2.0,24.0,-1.62
681.87,6.67,138.51,7.0,3.0,2.0,21.0,0.13,2.0,50.0,0.19
310.45,3.59,49.84,4.0,2.0,0.0,3.0,0.91,2.0,23.0,-1.05
333.44,3.36,70.83,4.0,2.0,0.0,4.0,0.77,3.0,25.0,-0.78
265.38,2.86,38.25,5.0,0.0,0.0,6.0,0.8,2.0,18.0,-2.31
273.31,2.76,44.48,3.0,1.0,0.0,3.0,0.93,2.0,20.0,-0.52
357.44,1.29,88.83,8.0,1.0,0.0,3.0,0.76,3.0,25.0,-2.75
317.37,2.85,85.96,8.0,1.0,0.0,4.0,0.79,3.0,22.0,-2.45
334.49,2.67,64.27,6.0,1.0,0.0,8.0,0.8,2.0,23.0,-1.63
329.88,4.1,37.81,3.0,1.0,0.0,2.0,0.9,2.0,23.0,-0.44
355.51,2.64,62.73,6.0,2.0,0.0,5.0,0.86,2.0,25.0,-1.58
271.36,2.76,49.94,3.0,2.0,0.0,4.0,0.9,2.0,20.0,-0.87
270.38,3.24,33.95,4.0,0.0,0.0,3.0,0.86,2.0,20.0,-1.84
360.93,3.76,35.16,3.0,1.0,0.0,7.0,0.82,2.0,25.0,-1.49
273.38,1.71,45.46,5.0,1.0,0.0,2.0,0.9,2.0,20.0,-1.65
327.86,3.75,37.81,3.0,1.0,0.0,4.0,0.93,2.0,23.0,-0.31
339.44,1.0,76.3,6.0,2.0,0.0,3.0,0.87,2.0,25.0,-1.19
258.37,3.03,33.43,4.0,0.0,0.0,1.0,0.79,2.0,19.0,-1.66
351.84,3.26,63.59,5.0,1.0,0.0,3.0,0.78,3.0,25.0,-0.54
350.85,3.86,50.7,4.0,1.0,0.0,3.0,0.78,3.0,25.0,-0.65
372.94,4.43,26.71,3.0,1.0,0.0,7.0,0.78,2.0,26.0,-1.21
333.44,2.57,64.84,5.0,1.0,0.0,2.0,0.91,2.0,25.0,-1.23
281.28,4.0,37.81,3.0,1.0,0.0,2.0,0.9,2.0,20.0,-1.44
259.36,1.78,59.45,5.0,1.0,0.0,2.0,0.89,2.0,19.0,-1.53
260.39,2.1,32.26,4.0,0.0,0.0,1.0,0.77,1.0,19.0,-0.69
290.41,1.88,59.07,5.0,2.0,0.0,5.0,0.81,1.0,21.0,-1.0
334.42,3.06,51.02,4.0,0.0,0.0,3.0,0.74,3.0,25.0,-1.73
283.21,3.12,16.13,2.0,0.0,0.0,2.0,0.83,1.0,16.0,-0.88
258.32,2.42,70.67,3.0,2.0,0.0,4.0,0.88,2.0,19.0,-1.94
270.38,2.83,55.04,4.0,1.0,0.0,3.0,0.93,2.0,20.0,-1.4
329.47,2.66,45.15,6.0,0.0,0.0,4.0,0.86,2.0,23.0,-2.22
316.47,4.0,41.91,5.0,0.0,0.0,5.0,0.84,2.0,22.0,-2.04
371.54,3.37,45.15,7.0,0.0,0.0,5.0,0.69,3.0,25.0,-2.56
315.45,2.13,45.15,6.0,0.0,0.0,5.0,0.85,2.0,22.0,-2.23
317.42,1.7,71.01,6.0,1.0,0.0,4.0,0.93,2.0,22.0,-2.37
303.39,1.3,85.0,6.0,1.0,0.0,4.0,0.92,2.0,21.0,-2.48
346.39,2.77,44.73,4.0,2.0,0.0,7.0,0.8,1.0,24.0,-1.12
346.39,2.77,44.73,4.0,2.0,0.0,7.0,0.8,1.0,24.0,-1.03
273.34,1.22,63.05,5.0,1.0,0.0,5.0,0.89,2.0,20.0,-2.34
288.37,2.93,50.36,4.0,2.0,0.0,4.0,0.91,2.0,20.0,-1.92
279.33,3.44,20.31,2.0,0.0,0.0,4.0,0.62,1.0,20.0,-1.76
273.34,1.21,71.84,4.0,2.0,0.0,6.0,0.83,2.0,20.0,-2.39
309.33,0.65,86.69,5.0,2.0,0.0,4.0,0.87,2.0,23.0,-1.84
250.34,1.12,33.73,4.0,1.0,0.0,5.0,0.85,1.0,18.0,-1.08
279.73,2.05,56.15,5.0,1.0,0.0,4.0,0.93,2.0,19.0,-1.62
261.33,1.49,59.98,6.0,0.0,0.0,4.0,0.83,2.0,19.0,-2.36
291.38,2.01,78.94,5.0,3.0,0.0,6.0,0.71,2.0,20.0,-2.47
269.39,1.24,36.02,3.0,0.0,0.0,5.0,0.75,0.0,19.0,-1.27
344.42,2.49,77.41,5.0,2.0,0.0,6.0,0.79,2.0,25.0,-1.71
340.46,2.71,59.73,7.0,0.0,0.0,4.0,0.73,3.0,24.0,-2.35
326.43,2.7,70.59,6.0,1.0,0.0,4.0,0.8,3.0,23.0,-2.4
288.42,3.22,41.91,5.0,0.0,0.0,3.0,0.87,2.0,20.0,-2.38
342.48,3.03,44.73,4.0,2.0,0.0,7.0,0.81,2.0,25.0,-0.6
318.49,3.95,33.95,5.0,0.0,0.0,5.0,0.84,2.0,22.0,-2.45
278.33,1.49,68.17,4.0,1.0,0.0,3.0,0.92,2.0,19.0,-1.61
335.43,2.02,71.53,5.0,1.0,0.0,7.0,0.84,2.0,23.0,-1.96
291.42,2.35,46.84,6.0,0.0,0.0,6.0,0.82,2.0,20.0,-2.34
309.17,2.94,70.67,3.0,2.0,0.0,3.0,0.92,2.0,18.0,-1.76
543.77,7.71,67.82,5.0,0.0,2.0,21.0,0.06,0.0,37.0,0.66
290.39,2.14,51.02,5.0,0.0,0.0,4.0,0.87,2.0,20.0,-2.2
289.41,2.0,53.94,6.0,1.0,0.0,4.0,0.93,2.0,20.0,-2.6
341.44,2.1,72.62,8.0,0.0,0.0,5.0,0.71,3.0,24.0,-2.54
341.29,2.63,35.5,3.0,2.0,0.0,6.0,0.84,1.0,20.0,-1.13
353.36,2.43,67.82,5.0,0.0,0.0,9.0,0.39,2.0,24.0,0.0
374.85,2.27,112.37,7.0,1.0,0.0,4.0,0.91,2.0,23.0,-2.03
331.24,2.94,41.57,3.0,1.0,0.0,1.0,0.87,1.0,20.0,-0.51
385.94,3.52,38.88,5.0,0.0,0.0,4.0,0.72,3.0,26.0,-1.12
385.94,3.92,38.88,5.0,0.0,0.0,6.0,0.68,3.0,26.0,-1.27
371.92,3.53,38.88,5.0,0.0,0.0,5.0,0.72,3.0,25.0,-1.47
371.92,3.53,38.88,5.0,0.0,0.0,5.0,0.72,3.0,25.0,-0.98
371.85,3.24,76.72,5.0,2.0,0.0,3.0,0.77,3.0,25.0,-1.4
371.85,3.24,76.72,5.0,2.0,0.0,3.0,0.77,3.0,25.0,-1.4
369.86,2.94,71.96,6.0,2.0,0.0,4.0,0.76,3.0,25.0,-1.37
361.88,2.47,62.31,6.0,2.0,0.0,4.0,0.9,2.0,24.0,-1.43
402.81,1.91,97.03,6.0,2.0,0.0,4.0,0.86,2.0,26.0,-1.45
386.92,3.17,54.38,5.0,2.0,0.0,5.0,0.87,2.0,24.0,-0.75
404.91,3.31,54.38,5.0,2.0,0.0,5.0,0.85,2.0,25.0,-0.88
403.38,3.69,54.38,5.0,2.0,0.0,5.0,0.85,2.0,24.0,-0.62
368.93,3.03,54.38,5.0,2.0,0.0,5.0,0.88,2.0,23.0,-0.39
384.93,3.0,63.61,6.0,2.0,0.0,5.0,0.87,2.0,24.0,-0.21
398.96,3.04,63.61,6.0,2.0,0.0,6.0,0.83,2.0,25.0,-0.29
403.38,3.69,54.38,5.0,2.0,0.0,5.0,0.85,2.0,24.0,-0.56
381.73,3.24,55.56,3.0,1.0,0.0,5.0,0.89,1.0,22.0,-0.83
328.84,3.81,45.05,3.0,1.0,0.0,6.0,0.88,2.0,22.0,-1.05
374.67,2.55,48.31,5.0,1.0,0.0,5.0,0.91,2.0,20.0,-1.03
342.27,3.56,41.49,3.0,2.0,0.0,7.0,0.82,2.0,21.0,-1.07
357.88,3.2,39.08,5.0,1.0,0.0,4.0,0.94,2.0,22.0,-2.02
408.8,2.68,58.36,3.0,2.0,0.0,3.0,0.89,1.0,23.0,-0.14
396.75,3.12,48.31,5.0,1.0,0.0,9.0,0.72,2.0,22.0,-1.63
366.72,3.12,39.08,4.0,1.0,0.0,8.0,0.76,2.0,20.0,-1.86
468.52,3.14,39.99,4.0,1.0,0.0,4.0,0.92,2.0,26.0,-1.31
461.48,2.52,46.42,5.0,0.0,0.0,10.0,0.66,2.0,25.0,-1.26
428.41,1.47,40.43,5.0,0.0,0.0,2.0,0.84,2.0,23.0,-1.11
415.41,2.95,37.19,4.0,0.0,0.0,4.0,0.87,2.0,22.0,-1.06
468.48,2.25,40.43,5.0,0.0,0.0,4.0,0.84,2.0,26.0,-1.23
442.44,1.86,40.43,5.0,0.0,0.0,2.0,0.84,2.0,24.0,-1.08
461.39,2.18,65.12,4.0,1.0,0.0,2.0,0.9,2.0,25.0,-1.68
462.38,1.58,78.01,5.0,1.0,0.0,2.0,0.89,2.0,25.0,-1.08
462.38,1.58,78.01,5.0,1.0,0.0,2.0,0.89,2.0,25.0,-0.93
478.39,2.93,52.23,3.0,1.0,0.0,2.0,0.89,2.0,26.0,-1.05
473.4,2.25,62.22,5.0,0.0,0.0,2.0,0.82,2.0,26.0,-1.54
470.52,3.48,49.64,5.0,1.0,0.0,6.0,0.74,3.0,25.0,-1.8
424.37,1.74,43.78,3.0,1.0,0.0,2.0,0.9,1.0,22.0,-0.53
462.42,1.95,50.08,6.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.57
480.41,2.09,50.08,6.0,0.0,0.0,3.0,0.83,2.0,26.0,-1.55
471.55,3.4,28.6,5.0,0.0,0.0,5.0,0.82,2.0,25.0,-1.26
466.46,2.03,67.35,5.0,1.0,0.0,4.0,0.91,2.0,26.0,-1.1
398.43,2.53,23.55,2.0,0.0,0.0,2.0,0.83,1.0,21.0,-0.53
426.39,1.31,52.49,5.0,1.0,0.0,3.0,0.91,1.0,22.0,-1.17
412.36,1.01,52.49,5.0,1.0,0.0,3.0,0.9,1.0,21.0,-1.06
478.49,3.58,32.26,5.0,0.0,0.0,3.0,0.83,2.0,25.0,-1.9
459.42,2.61,45.15,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.34
471.56,2.62,18.95,4.0,0.0,0.0,4.0,0.82,1.0,26.0,-0.57
518.45,2.5,28.85,4.0,0.0,0.0,3.0,0.86,1.0,21.0,-0.04
546.46,2.1,34.17,5.0,0.0,0.0,3.0,0.85,1.0,23.0,-0.4
575.41,2.18,65.12,4.0,1.0,0.0,2.0,0.9,2.0,25.0,-1.14
539.38,1.7,56.67,4.0,1.0,0.0,3.0,0.92,1.0,22.0,-1.05
538.39,2.31,43.78,3.0,1.0,0.0,3.0,0.93,1.0,22.0,-0.56
590.44,3.35,32.26,4.0,0.0,0.0,3.0,0.84,2.0,26.0,-1.35
575.46,2.55,37.19,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.86
576.45,1.95,50.08,6.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.66
575.46,2.55,37.19,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.61
557.46,3.09,30.29,4.0,0.0,0.0,6.0,0.82,2.0,24.0,-1.31
491.39,0.53,48.72,4.0,1.0,0.0,3.0,0.86,1.0,19.0,-0.93
576.45,1.95,50.08,6.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.77
576.44,3.12,45.4,5.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.4
587.47,2.92,45.15,5.0,0.0,0.0,3.0,0.84,2.0,26.0,-1.32
575.46,2.55,37.19,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.43
526.43,2.16,43.18,5.0,0.0,0.0,5.0,0.85,2.0,22.0,-1.68
563.56,2.12,18.95,5.0,0.0,0.0,3.0,0.84,1.0,23.0,-1.23
563.56,2.12,18.95,5.0,0.0,0.0,3.0,0.84,1.0,23.0,-1.19
573.51,2.88,47.48,6.0,0.0,0.0,6.0,0.81,2.0,24.0,-0.82
564.5,2.53,24.94,4.0,0.0,0.0,6.0,0.8,1.0,24.0,-1.3
635.52,1.27,18.95,4.0,0.0,0.0,3.0,0.78,0.0,21.0,-0.43
687.46,2.61,45.15,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.25
687.46,2.61,45.15,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.18
699.59,3.4,28.6,5.0,0.0,0.0,5.0,0.82,2.0,25.0,-1.46
686.48,3.21,32.26,4.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.01
687.46,2.61,45.15,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.57
689.54,2.2,18.95,4.0,0.0,0.0,3.0,0.83,1.0,25.0,-0.8
691.61,2.43,18.95,5.0,0.0,0.0,3.0,0.83,1.0,24.0,-1.08
683.52,2.93,41.74,5.0,0.0,0.0,5.0,0.84,2.0,25.0,-1.11
699.59,3.4,28.6,5.0,0.0,0.0,5.0,0.82,2.0,25.0,-1.48
700.5,3.21,32.26,4.0,0.0,0.0,4.0,0.84,2.0,26.0,-1.1
686.48,3.21,32.26,4.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.4
686.48,3.21,32.26,4.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.37
808.57,2.73,41.49,5.0,0.0,0.0,5.0,0.83,2.0,26.0,-1.23
460.49,2.77,41.91,4.0,0.0,0.0,3.0,0.86,2.0,20.0,-1.86
192.21,1.45,46.53,3.0,1.0,0.0,3.0,0.58,1.0,14.0,0.55
349.41,2.47,67.82,5.0,0.0,0.0,9.0,0.36,0.0,23.0,0.21
359.4,2.83,67.82,5.0,0.0,0.0,13.0,0.31,1.0,24.0,0.14
505.72,6.86,67.82,5.0,0.0,2.0,22.0,0.09,0.0,34.0,0.5
427.52,3.52,67.82,5.0,0.0,0.0,10.0,0.23,0.0,29.0,0.36
303.3,1.27,67.82,5.0,0.0,0.0,9.0,0.39,1.0,20.0,0.01
141.08,1.0,73.35,4.0,0.0,0.0,2.0,0.35,1.0,10.0,-1.04
237.21,1.36,89.67,5.0,1.0,0.0,4.0,0.37,1.0,17.0,-0.13
496.52,1.1,141.98,11.0,2.0,1.0,7.0,0.36,4.0,36.0,-0.78
330.39,2.8,61.92,5.0,2.0,0.0,3.0,0.78,3.0,25.0,-0.05
278.31,2.67,112.88,3.0,4.0,0.0,3.0,0.44,3.0,21.0,0.16
171.24,3.19,12.89,1.0,0.0,0.0,2.0,0.68,2.0,13.0,-0.68
465.58,3.11,87.66,7.0,1.0,0.0,5.0,0.62,3.0,33.0,-2.0
380.48,5.51,44.76,4.0,0.0,1.0,11.0,0.29,2.0,28.0,0.1
284.31,3.31,66.76,4.0,2.0,0.0,4.0,0.67,2.0,21.0,0.58
341.78,3.92,37.38,2.0,0.0,0.0,2.0,0.82,1.0,21.0,-2.16
376.45,5.28,44.76,4.0,0.0,1.0,12.0,0.29,2.0,28.0,-0.29
624.73,6.53,90.88,9.0,2.0,2.0,4.0,0.26,4.0,46.0,2.1
449.51,5.61,70.0,4.0,2.0,1.0,5.0,0.39,4.0,34.0,-0.39
311.38,3.67,38.77,4.0,0.0,0.0,6.0,0.6,2.0,23.0,-0.35
284.31,3.31,66.76,4.0,2.0,0.0,4.0,0.67,2.0,21.0,0.55
326.32,1.78,40.62,3.0,0.0,0.0,2.0,0.78,1.0,21.0,-2.24
531.45,1.32,169.02,12.0,1.0,2.0,7.0,0.34,3.0,38.0,0.05
454.44,1.93,148.77,11.0,1.0,1.0,6.0,0.55,3.0,33.0,0.3
408.37,-0.24,169.0,12.0,2.0,1.0,6.0,0.6,2.0,29.0,0.64
385.38,0.81,130.58,8.0,3.0,0.0,4.0,0.61,3.0,28.0,-0.09
389.34,0.64,130.58,8.0,3.0,0.0,4.0,0.6,3.0,28.0,-0.27
325.28,-1.68,150.81,9.0,4.0,0.0,4.0,0.52,2.0,23.0,0.28
407.47,1.74,130.58,8.0,3.0,0.0,10.0,0.51,2.0,29.0,0.28
350.29,-0.36,179.34,9.0,3.0,0.0,5.0,0.37,2.0,25.0,0.23
405.34,-0.39,150.81,9.0,4.0,0.0,4.0,0.46,3.0,29.0,-0.11
353.33,1.3,110.35,7.0,2.0,0.0,4.0,0.68,3.0,26.0,-0.11
370.37,0.79,136.63,9.0,3.0,0.0,4.0,0.61,3.0,27.0,0.09
469.45,1.95,142.72,10.0,1.0,0.0,6.0,0.54,3.0,34.0,0.14
473.41,1.78,142.72,10.0,1.0,0.0,6.0,0.53,3.0,34.0,-0.01
409.35,-0.53,162.95,11.0,2.0,1.0,6.0,0.59,2.0,29.0,0.55
491.54,2.88,142.72,10.0,1.0,0.0,12.0,0.35,2.0,35.0,0.44
456.39,2.53,165.18,9.0,1.0,0.0,6.0,0.26,3.0,33.0,-0.13
392.33,0.21,185.41,10.0,2.0,0.0,6.0,0.3,2.0,28.0,0.42
327.76,3.53,37.38,2.0,0.0,0.0,2.0,0.83,1.0,20.0,-2.27
389.37,2.75,53.51,4.0,0.0,0.0,3.0,0.76,2.0,26.0,-2.61
248.72,2.52,77.82,4.0,2.0,0.0,2.0,0.86,2.0,17.0,-0.93
292.38,4.93,26.3,2.0,0.0,0.0,6.0,0.43,2.0,22.0,0.22
428.62,8.38,26.3,2.0,0.0,1.0,12.0,0.19,2.0,32.0,0.73
360.5,6.65,26.3,2.0,0.0,1.0,9.0,0.28,2.0,27.0,0.8
428.62,8.38,26.3,2.0,0.0,1.0,12.0,0.19,2.0,32.0,0.77
268.24,3.17,43.37,3.0,0.0,0.0,2.0,0.84,2.0,20.0,0.19
318.3,4.32,43.37,3.0,0.0,0.0,2.0,0.71,3.0,24.0,0.21
298.27,3.18,52.6,4.0,0.0,0.0,3.0,0.87,2.0,22.0,0.31
298.27,3.18,52.6,4.0,0.0,0.0,3.0,0.87,2.0,22.0,0.44
284.24,2.87,63.6,4.0,1.0,0.0,2.0,0.92,2.0,21.0,0.68
284.24,2.87,63.6,4.0,1.0,0.0,2.0,0.92,2.0,21.0,0.72
307.31,2.99,72.47,4.0,1.0,0.0,3.0,0.95,2.0,23.0,0.05
357.37,4.14,72.47,4.0,1.0,0.0,3.0,0.76,3.0,27.0,0.09
337.33,3.0,81.7,5.0,1.0,0.0,4.0,0.93,2.0,25.0,0.16
337.33,3.0,81.7,5.0,1.0,0.0,4.0,0.93,2.0,25.0,0.27
323.3,2.69,92.7,5.0,2.0,0.0,3.0,0.91,2.0,24.0,0.48
323.3,2.69,92.7,5.0,2.0,0.0,3.0,0.91,2.0,24.0,0.52
264.28,3.34,43.37,3.0,0.0,0.0,2.0,0.84,2.0,20.0,0.44
314.34,4.49,43.37,3.0,0.0,0.0,2.0,0.7,3.0,24.0,0.42
294.31,3.35,52.6,4.0,0.0,0.0,3.0,0.87,2.0,22.0,0.53
294.31,3.35,52.6,4.0,0.0,0.0,3.0,0.87,2.0,22.0,0.66
280.28,3.04,63.6,4.0,1.0,0.0,2.0,0.92,2.0,21.0,0.92
280.28,3.04,63.6,4.0,1.0,0.0,2.0,0.92,2.0,21.0,0.96
280.28,3.04,52.6,4.0,0.0,0.0,3.0,0.87,2.0,21.0,0.59
330.34,4.19,52.6,4.0,0.0,0.0,3.0,0.72,3.0,25.0,0.54
310.31,3.05,61.83,5.0,0.0,0.0,4.0,0.87,2.0,23.0,0.65
310.31,3.05,61.83,5.0,0.0,0.0,4.0,0.87,2.0,23.0,0.77
296.28,2.74,72.83,5.0,1.0,0.0,3.0,0.94,2.0,22.0,1.04
296.28,2.74,72.83,5.0,1.0,0.0,3.0,0.94,2.0,22.0,1.08
280.28,3.04,52.6,4.0,0.0,0.0,3.0,0.87,2.0,21.0,0.67
280.28,3.04,52.6,4.0,0.0,0.0,3.0,0.87,2.0,21.0,0.81
266.25,2.73,63.6,4.0,1.0,0.0,2.0,0.91,2.0,20.0,1.08
266.25,2.73,63.6,4.0,1.0,0.0,2.0,0.91,2.0,20.0,1.12
282.13,3.95,49.33,2.0,2.0,0.0,2.0,0.88,2.0,18.0,-1.56
359.26,2.78,88.65,7.0,0.0,0.0,5.0,0.6,2.0,25.0,-0.85
373.29,2.92,88.65,7.0,0.0,0.0,6.0,0.57,2.0,26.0,-0.9
395.42,3.6,88.65,7.0,0.0,0.0,8.0,0.43,3.0,29.0,-0.69
339.31,2.62,112.18,7.0,1.0,0.0,6.0,0.55,3.0,25.0,-1.93
373.76,3.27,112.18,7.0,1.0,0.0,6.0,0.52,3.0,26.0,-2.01
357.3,2.76,112.18,7.0,1.0,0.0,6.0,0.54,3.0,26.0,-2.1
328.76,3.36,69.04,5.0,1.0,0.0,5.0,0.78,3.0,23.0,-2.05
325.29,1.28,128.73,8.0,1.0,0.0,5.0,0.55,3.0,24.0,-2.1
337.34,2.42,102.95,6.0,1.0,0.0,6.0,0.55,3.0,25.0,-1.8
353.34,2.4,112.18,7.0,1.0,0.0,7.0,0.52,3.0,26.0,-2.1
344.38,0.97,106.19,7.0,1.0,0.0,6.0,0.62,2.0,25.0,-2.14
